Comunidad autónoma	Sexo	periodo	Total
Aragón	HOMBRES	2003-04	18,3
Aragón	HOMBRES	2002-03	17,9
Aragón	HOMBRES	2001-02	19,8
Aragón	HOMBRES	2000-01	18,8
Aragón	HOMBRES	1999-00	19,1
Aragón	HOMBRES	1998-99	17,5
Aragón	HOMBRES	1997-98	18,5
Aragón	HOMBRES	1996-97	18,1
Aragón	HOMBRES	1995-96	18,7
Aragón	HOMBRES	1994-95	17,7
Aragón	HOMBRES	1993-94	17,4
Aragón	HOMBRES	1992-93	17,0
Aragón	HOMBRES	1991-92	18,9
Aragón	HOMBRES	1990-91	14,2
Aragón	MUJERES	2022-23	32,2
Aragón	MUJERES	2021-22	28,8
Aragón	MUJERES	2020-21	31,1
Aragón	MUJERES	2019-20	20,8
Aragón	MUJERES	2018-19	25,7
Aragón	MUJERES	2017-18	28,2
Aragón	MUJERES	2016-17	25,3
Aragón	MUJERES	2015-16	27,8
Aragón	MUJERES	2014-15	25,1
Aragón	MUJERES	2013-14 (2)	20,2
Aragón	MUJERES	2012-13	22,0
Aragón	MUJERES	2011-12	24,4
Aragón	MUJERES	2010-11	22,2
Aragón	MUJERES	2009-10	18,1
Aragón	MUJERES	2008-09	18,5
Aragón	MUJERES	2007-08	19,2
Aragón	MUJERES	2006-07	19,0
Aragón	MUJERES	2005-06	19,0
Aragón	MUJERES	2004-05	19,0
Aragón	MUJERES	2003-04	20,9
Aragón	MUJERES	2002-03	19,8
Aragón	MUJERES	2001-02	22,0
Aragón	MUJERES	2000-01	18,1
Aragón	MUJERES	1999-00	17,8
Aragón	MUJERES	1998-99	20,8
Aragón	MUJERES	1997-98	20,1
Aragón	MUJERES	1996-97	20,5
Aragón	MUJERES	1995-96	21,0
Aragón	MUJERES	1994-95	18,1
Aragón	MUJERES	1993-94	18,0
Aragón	MUJERES	1992-93	16,1
Aragón	MUJERES	1991-92	18,7
Aragón	MUJERES	1990-91	14,5
Asturias, Principado de	HOMBRES	2022-23	35,4
Asturias, Principado de	HOMBRES	2021-22	37,9
Asturias, Principado de	HOMBRES	2020-21	44,9
Asturias, Principado de	HOMBRES	2019-20	28,5
Asturias, Principado de	HOMBRES	2018-19	32,5
Asturias, Principado de	HOMBRES	2017-18	35,0
Asturias, Principado de	HOMBRES	2016-17	31,9
Asturias, Principado de	HOMBRES	2015-16	34,1
Asturias, Principado de	HOMBRES	2014-15	36,6
Asturias, Principado de	HOMBRES	2013-14 (2)	38,5
Asturias, Principado de	HOMBRES	2012-13	29,4
Asturias, Principado de	HOMBRES	2011-12	26,3
Asturias, Principado de	HOMBRES	2010-11	22,5
Asturias, Principado de	HOMBRES	2009-10	22,1
Asturias, Principado de	HOMBRES	2008-09	19,3
Asturias, Principado de	HOMBRES	2007-08	21,7
Asturias, Principado de	HOMBRES	2006-07	20,1
Asturias, Principado de	HOMBRES	2005-06	21,8
Asturias, Principado de	HOMBRES	2004-05	24,0
Asturias, Principado de	HOMBRES	2003-04	25,0
Asturias, Principado de	HOMBRES	2002-03	23,5
Asturias, Principado de	HOMBRES	2001-02	25,3
Asturias, Principado de	HOMBRES	2000-01	20,7
Asturias, Principado de	HOMBRES	1999-00	21,9
Asturias, Principado de	HOMBRES	1998-99	21,8
Asturias, Principado de	HOMBRES	1997-98	21,5
Asturias, Principado de	HOMBRES	1996-97	19,0
Asturias, Principado de	HOMBRES	1995-96	19,9
Asturias, Principado de	HOMBRES	1994-95	19,0
Asturias, Principado de	HOMBRES	1993-94	18,7
Asturias, Principado de	HOMBRES	1992-93	16,7
Asturias, Principado de	HOMBRES	1991-92	17,9
Asturias, Principado de	HOMBRES	1990-91	15,0
Asturias, Principado de	MUJERES	2022-23	34,9
Asturias, Principado de	MUJERES	2021-22	35,7
Asturias, Principado de	MUJERES	2020-21	45,2
Asturias, Principado de	MUJERES	2019-20	30,5
Asturias, Principado de	MUJERES	2018-19	34,5
Asturias, Principado de	MUJERES	2017-18	32,9
Asturias, Principado de	MUJERES	2016-17	32,8
Asturias, Principado de	MUJERES	2015-16	37,0
Asturias, Principado de	MUJERES	2014-15	41,5
Asturias, Principado de	MUJERES	2013-14 (2)	39,7
Asturias, Principado de	MUJERES	2012-13	38,3
Asturias, Principado de	MUJERES	2011-12	32,9
Asturias, Principado de	MUJERES	2010-11	32,6
Asturias, Principado de	MUJERES	2009-10	27,7
Asturias, Principado de	MUJERES	2008-09	25,8
Asturias, Principado de	MUJERES	2007-08	27,0
Asturias, Principado de	MUJERES	2006-07	24,6
Asturias, Principado de	MUJERES	2005-06	28,7
Asturias, Principado de	MUJERES	2004-05	31,0
Asturias, Principado de	MUJERES	2003-04	29,6
Asturias, Principado de	MUJERES	2002-03	29,7
Asturias, Principado de	MUJERES	2001-02	26,0
Asturias, Principado de	MUJERES	2000-01	21,2
Asturias, Principado de	MUJERES	1999-00	25,5
Asturias, Principado de	MUJERES	1998-99	25,6
Asturias, Principado de	MUJERES	1997-98	22,3
Asturias, Principado de	MUJERES	1996-97	18,9
Asturias, Principado de	MUJERES	1995-96	21,2
Asturias, Principado de	MUJERES	1994-95	17,5
Asturias, Principado de	MUJERES	1993-94	18,3
Asturias, Principado de	MUJERES	1992-93	15,8
Asturias, Principado de	MUJERES	1991-92	16,6
Asturias, Principado de	MUJERES	1990-91	13,5
Balears, Illes	HOMBRES	2022-23	20,2
Balears, Illes	HOMBRES	2021-22	18,6
Balears, Illes	HOMBRES	2020-21	21,6
Balears, Illes	HOMBRES	2019-20	12,8
Balears, Illes	HOMBRES	2018-19	15,5
Balears, Illes	HOMBRES	2017-18	14,3
Balears, Illes	HOMBRES	2016-17	12,8
Balears, Illes	HOMBRES	2015-16	12,1
Balears, Illes	HOMBRES	2014-15	12,4
Balears, Illes	HOMBRES	2013-14 (2)	12,2
Balears, Illes	HOMBRES	2012-13	11,4
Balears, Illes	HOMBRES	2011-12	10,0
Balears, Illes	HOMBRES	2010-11	10,7
Balears, Illes	HOMBRES	2009-10	9,4
Balears, Illes	HOMBRES	2008-09	8,3
Balears, Illes	HOMBRES	2007-08	6,2
Balears, Illes	HOMBRES	2006-07	6,0
Balears, Illes	HOMBRES	2005-06	6,3
Balears, Illes	HOMBRES	2004-05	6,1
Balears, Illes	HOMBRES	2003-04	7,3
Balears, Illes	HOMBRES	2002-03	7,2
Balears, Illes	HOMBRES	2001-02	7,2
Balears, Illes	HOMBRES	2000-01	5,4
Balears, Illes	HOMBRES	1999-00	5,4
Balears, Illes	HOMBRES	1998-99	5,6
Balears, Illes	HOMBRES	1997-98	5,4
Balears, Illes	HOMBRES	1996-97	6,5
Balears, Illes	HOMBRES	1995-96	6,5
Balears, Illes	HOMBRES	1994-95	9,1
Balears, Illes	HOMBRES	1993-94	8,2
Balears, Illes	HOMBRES	1992-93	8,3
Balears, Illes	HOMBRES	1991-92	7,5
Balears, Illes	HOMBRES	1990-91	7,2
Balears, Illes	MUJERES	2022-23	20,5
Balears, Illes	MUJERES	2021-22	22,4
Balears, Illes	MUJERES	2020-21	21,4
Balears, Illes	MUJERES	2019-20	17,4
Balears, Illes	MUJERES	2018-19	17,7
Balears, Illes	MUJERES	2017-18	16,7
Balears, Illes	MUJERES	2016-17	13,8
Balears, Illes	MUJERES	2015-16	13,5
Balears, Illes	MUJERES	2014-15	15,1
Balears, Illes	MUJERES	2013-14 (2)	15,3
Balears, Illes	MUJERES	2012-13	13,9
Balears, Illes	MUJERES	2011-12	13,4
Balears, Illes	MUJERES	2010-11	13,0
Balears, Illes	MUJERES	2009-10	10,7
Balears, Illes	MUJERES	2008-09	9,8
Balears, Illes	MUJERES	2007-08	9,3
Balears, Illes	MUJERES	2006-07	7,7
Balears, Illes	MUJERES	2005-06	8,2
Balears, Illes	MUJERES	2004-05	8,1
Balears, Illes	MUJERES	2003-04	8,8
Balears, Illes	MUJERES	2002-03	8,3
Balears, Illes	MUJERES	2001-02	8,9
Balears, Illes	MUJERES	2000-01	7,3
Balears, Illes	MUJERES	1999-00	8,3
Balears, Illes	MUJERES	1998-99	9,0
Balears, Illes	MUJERES	1997-98	8,5
Balears, Illes	MUJERES	1996-97	10,5
Balears, Illes	MUJERES	1995-96	8,1
Balears, Illes	MUJERES	1994-95	11,8
Balears, Illes	MUJERES	1993-94	10,5
Balears, Illes	MUJERES	1992-93	12,1
Balears, Illes	MUJERES	1991-92	9,1
Balears, Illes	MUJERES	1990-91	5,9
Canarias	HOMBRES	2022-23	32,3
Canarias	HOMBRES	2021-22	30,8
Canarias	HOMBRES	2020-21	34,4
Canarias	HOMBRES	2019-20	26,9
Canarias	HOMBRES	2018-19	26,7
Canarias	HOMBRES	2017-18	28,4
Canarias	HOMBRES	2016-17	28,5
Canarias	HOMBRES	2015-16	29,6
Canarias	HOMBRES	2014-15	27,2
Canarias	HOMBRES	2013-14 (2)	23,9
Canarias	HOMBRES	2012-13	19,0
Canarias	HOMBRES	2011-12	17,0
Canarias	HOMBRES	2010-11	13,4
Canarias	HOMBRES	2009-10	13,3
Canarias	HOMBRES	2008-09	11,7
Canarias	HOMBRES	2007-08	11,4
Canarias	HOMBRES	2006-07	11,3
Canarias	HOMBRES	2005-06	11,9
Canarias	HOMBRES	2004-05	12,4
Canarias	HOMBRES	2003-04	12,6
Canarias	HOMBRES	2002-03	8,2
Canarias	HOMBRES	2001-02	13,0
Canarias	HOMBRES	2000-01	13,9
Canarias	HOMBRES	1999-00	15,6
Canarias	HOMBRES	1998-99	17,3
Canarias	HOMBRES	1997-98	16,3
Canarias	HOMBRES	1996-97	24,0
Canarias	HOMBRES	1995-96	11,9
Canarias	HOMBRES	1994-95	14,0
Canarias	HOMBRES	1993-94	12,8
Canarias	HOMBRES	1992-93	11,4
Canarias	HOMBRES	1991-92	7,2
Canarias	HOMBRES	1990-91	10,6
Canarias	MUJERES	2022-23	41,3
Canarias	MUJERES	2021-22	40,5
Canarias	MUJERES	2020-21	43,3
Canarias	MUJERES	2019-20	35,6
Canarias	MUJERES	2018-19	34,1
Canarias	MUJERES	2017-18	37,3
Canarias	MUJERES	2016-17	34,2
Canarias	MUJERES	2015-16	35,5
Canarias	MUJERES	2014-15	35,7
Canarias	MUJERES	2013-14 (2)	31,6
Canarias	MUJERES	2012-13	27,2
Canarias	MUJERES	2011-12	24,4
Canarias	MUJERES	2010-11	23,3
Canarias	MUJERES	2009-10	22,6
Canarias	MUJERES	2008-09	19,3
Canarias	MUJERES	2007-08	18,5
Canarias	MUJERES	2006-07	17,5
Canarias	MUJERES	2005-06	18,7
Canarias	MUJERES	2004-05	20,0
Canarias	MUJERES	2003-04	18,8
Canarias	MUJERES	2002-03	13,0
Canarias	MUJERES	2001-02	17,2
Canarias	MUJERES	2000-01	17,1
Canarias	MUJERES	1999-00	21,8
Canarias	MUJERES	1998-99	20,3
Canarias	MUJERES	1997-98	21,6
Canarias	MUJERES	1996-97	31,5
Canarias	MUJERES	1995-96	15,1
Canarias	MUJERES	1994-95	19,4
Canarias	MUJERES	1993-94	15,6
Canarias	MUJERES	1992-93	14,1
Canarias	MUJERES	1991-92	10,0
Canarias	MUJERES	1990-91	12,1
Cantabria	HOMBRES	2022-23	35,0
Cantabria	HOMBRES	2021-22	34,8
Cantabria	HOMBRES	2020-21	39,6
Cantabria	HOMBRES	2019-20	29,9
Cantabria	HOMBRES	2018-19	35,1
Cantabria	HOMBRES	2017-18	36,1
Cantabria	HOMBRES	2016-17	31,5
Cantabria	HOMBRES	2015-16	33,5
Cantabria	HOMBRES	2014-15	36,8
Cantabria	HOMBRES	2013-14 (2)	32,6
Cantabria	HOMBRES	2012-13	25,5
Cantabria	HOMBRES	2011-12	21,5
Cantabria	HOMBRES	2010-11	19,9
Cantabria	HOMBRES	2009-10	15,0
Cantabria	HOMBRES	2008-09	13,5
Cantabria	HOMBRES	2007-08	16,3
Cantabria	HOMBRES	2006-07	15,6
Cantabria	HOMBRES	2005-06	15,9
Cantabria	HOMBRES	2004-05	17,6
Cantabria	HOMBRES	2003-04	18,5
Cantabria	HOMBRES	2002-03	18,2
Cantabria	HOMBRES	2001-02	17,3
Cantabria	HOMBRES	2000-01	20,8
Cantabria	HOMBRES	1999-00	22,1
Cantabria	HOMBRES	1998-99	18,1
Cantabria	HOMBRES	1997-98	19,3
Cantabria	HOMBRES	1996-97	18,5
Cantabria	HOMBRES	1995-96	16,8
Cantabria	HOMBRES	1994-95	16,8
Cantabria	HOMBRES	1993-94	17,5
Cantabria	HOMBRES	1992-93	17,3
Cantabria	HOMBRES	1991-92	15,8
Cantabria	HOMBRES	1990-91	11,2
Cantabria	MUJERES	2022-23	38,0
Cantabria	MUJERES	2021-22	38,9
Cantabria	MUJERES	2020-21	43,1
Cantabria	MUJERES	2019-20	36,4
Cantabria	MUJERES	2018-19	41,7
Cantabria	MUJERES	2017-18	38,2
Cantabria	MUJERES	2016-17	33,6
Cantabria	MUJERES	2015-16	36,2
Cantabria	MUJERES	2014-15	39,0
Cantabria	MUJERES	2013-14 (2)	41,3
Cantabria	MUJERES	2012-13	33,3
Cantabria	MUJERES	2011-12	30,2
Cantabria	MUJERES	2010-11	30,5
Cantabria	MUJERES	2009-10	28,7
Cantabria	MUJERES	2008-09	20,3
Cantabria	MUJERES	2007-08	22,3
Cantabria	MUJERES	2006-07	23,5
Cantabria	MUJERES	2005-06	25,7
Cantabria	MUJERES	2004-05	26,5
Cantabria	MUJERES	2003-04	27,2
Cantabria	MUJERES	2002-03	26,3
Cantabria	MUJERES	2001-02	23,6
Cantabria	MUJERES	2000-01	29,4
Cantabria	MUJERES	1999-00	28,9
Cantabria	MUJERES	1998-99	28,1
Cantabria	MUJERES	1997-98	25,8
Cantabria	MUJERES	1996-97	22,5
Cantabria	MUJERES	1995-96	20,2
Cantabria	MUJERES	1994-95	20,8
Cantabria	MUJERES	1993-94	23,4
Cantabria	MUJERES	1992-93	18,4
Cantabria	MUJERES	1991-92	16,0
Cantabria	MUJERES	1990-91	15,1
Castilla y León	HOMBRES	2022-23	33,1
Castilla y León	HOMBRES	2021-22	31,6
Castilla y León	HOMBRES	2020-21	37,3
Castilla y León	HOMBRES	2019-20	23,6
Castilla y León	HOMBRES	2018-19	31,8
Castilla y León	HOMBRES	2017-18	30,2
Castilla y León	HOMBRES	2016-17	28,4
Castilla y León	HOMBRES	2015-16	29,4
Castilla y León	HOMBRES	2014-15	30,3
Castilla y León	HOMBRES	2013-14 (2)	28,7
Castilla y León	HOMBRES	2012-13	23,0
Castilla y León	HOMBRES	2011-12	22,6
Castilla y León	HOMBRES	2010-11	19,7
Castilla y León	HOMBRES	2009-10	16,8
Castilla y León	HOMBRES	2008-09	15,2
Castilla y León	HOMBRES	2007-08	15,5
Castilla y León	HOMBRES	2006-07	17,9
Castilla y León	HOMBRES	2005-06	17,2
Castilla y León	HOMBRES	2004-05	17,2
Castilla y León	HOMBRES	2003-04	16,7
Castilla y León	HOMBRES	2002-03	15,9
Castilla y León	HOMBRES	2001-02	19,1
Castilla y León	HOMBRES	2000-01	14,9
Castilla y León	HOMBRES	1999-00	16,0
Castilla y León	HOMBRES	1998-99	16,1
Castilla y León	HOMBRES	1997-98	15,4
Castilla y León	HOMBRES	1996-97	14,8
Castilla y León	HOMBRES	1995-96	15,1
Castilla y León	HOMBRES	1994-95	14,7
Castilla y León	HOMBRES	1993-94	14,6
Castilla y León	HOMBRES	1992-93	13,2
Castilla y León	HOMBRES	1991-92	12,2
Castilla y León	HOMBRES	1990-91	10,5
Castilla y León	MUJERES	2022-23	28,5
Castilla y León	MUJERES	2021-22	27,6
Castilla y León	MUJERES	2020-21	34,9
Castilla y León	MUJERES	2019-20	23,0
Castilla y León	MUJERES	2018-19	26,2
Castilla y León	MUJERES	2017-18	28,1
Castilla y León	MUJERES	2016-17	24,8
Castilla y León	MUJERES	2015-16	28,1
Castilla y León	MUJERES	2014-15	28,2
Castilla y León	MUJERES	2013-14 (2)	32,2
Castilla y León	MUJERES	2012-13	25,4
Castilla y León	MUJERES	2011-12	25,6
Castilla y León	MUJERES	2010-11	24,8
Castilla y León	MUJERES	2009-10	21,2
Castilla y León	MUJERES	2008-09	21,2
Castilla y León	MUJERES	2007-08	21,7
Castilla y León	MUJERES	2006-07	21,3
Castilla y León	MUJERES	2005-06	22,1
Castilla y León	MUJERES	2004-05	22,8
Castilla y León	MUJERES	2003-04	22,6
Castilla y León	MUJERES	2002-03	21,9
Castilla y León	MUJERES	2001-02	21,1
Castilla y León	MUJERES	2000-01	17,8
Castilla y León	MUJERES	1999-00	19,3
Castilla y León	MUJERES	1998-99	17,9
Castilla y León	MUJERES	1997-98	19,3
Castilla y León	MUJERES	1996-97	18,5
Castilla y León	MUJERES	1995-96	18,2
Castilla y León	MUJERES	1994-95	16,3
Castilla y León	MUJERES	1993-94	16,4
Castilla y León	MUJERES	1992-93	15,4
Castilla y León	MUJERES	1991-92	14,4
Castilla y León	MUJERES	1990-91	13,3
Castilla-La Mancha	HOMBRES	2022-23	25,1
Castilla-La Mancha	HOMBRES	2021-22	24,9
Castilla-La Mancha	HOMBRES	2020-21	28,7
Castilla-La Mancha	HOMBRES	2019-20	19,5
Castilla-La Mancha	HOMBRES	2018-19	20,8
Castilla-La Mancha	HOMBRES	2017-18	22,8
Castilla-La Mancha	HOMBRES	2016-17	21,9
Castilla-La Mancha	HOMBRES	2015-16	21,7
Castilla-La Mancha	HOMBRES	2014-15	22,3
Castilla-La Mancha	HOMBRES	2013-14 (2)	22,7
Castilla-La Mancha	HOMBRES	2012-13	18,4
Castilla-La Mancha	HOMBRES	2011-12	17,0
Castilla-La Mancha	HOMBRES	2010-11	14,1
Castilla-La Mancha	HOMBRES	2009-10	12,3
Castilla-La Mancha	HOMBRES	2008-09	10,8
Castilla-La Mancha	HOMBRES	2007-08	10,4
Castilla-La Mancha	HOMBRES	2006-07	10,5
Castilla-La Mancha	HOMBRES	2005-06	10,2
Castilla-La Mancha	HOMBRES	2004-05	11,3
Castilla-La Mancha	HOMBRES	2003-04	9,8
Castilla-La Mancha	HOMBRES	2002-03	10,1
Castilla-La Mancha	HOMBRES	2001-02	9,1
Castilla-La Mancha	HOMBRES	2000-01	9,0
Castilla-La Mancha	HOMBRES	1999-00	8,7
Castilla-La Mancha	HOMBRES	1998-99	9,0
Castilla-La Mancha	HOMBRES	1997-98	10,6
Castilla-La Mancha	HOMBRES	1996-97	12,0
Castilla-La Mancha	HOMBRES	1995-96	11,3
Castilla-La Mancha	HOMBRES	1994-95	10,8
Castilla-La Mancha	HOMBRES	1993-94	11,3
Castilla-La Mancha	HOMBRES	1992-93	10,9
Castilla-La Mancha	HOMBRES	1991-92	8,9
Castilla-La Mancha	HOMBRES	1990-91	8,8
Castilla-La Mancha	MUJERES	2022-23	27,5
Castilla-La Mancha	MUJERES	2021-22	28,4
Castilla-La Mancha	MUJERES	2020-21	31,8
Castilla-La Mancha	MUJERES	2019-20	22,4
Castilla-La Mancha	MUJERES	2018-19	22,7
Castilla-La Mancha	MUJERES	2017-18	25,2
Castilla-La Mancha	MUJERES	2016-17	23,4
Castilla-La Mancha	MUJERES	2015-16	25,6
Castilla-La Mancha	MUJERES	2014-15	24,5
Castilla-La Mancha	MUJERES	2013-14 (2)	25,1
Castilla-La Mancha	MUJERES	2012-13	20,4
Castilla-La Mancha	MUJERES	2011-12	18,6
Castilla-La Mancha	MUJERES	2010-11	16,6
Castilla-La Mancha	MUJERES	2009-10	13,9
Castilla-La Mancha	MUJERES	2008-09	14,7
Castilla-La Mancha	MUJERES	2007-08	12,2
Castilla-La Mancha	MUJERES	2006-07	12,5
Castilla-La Mancha	MUJERES	2005-06	12,1
Castilla-La Mancha	MUJERES	2004-05	13,7
Castilla-La Mancha	MUJERES	2003-04	12,5
Castilla-La Mancha	MUJERES	2002-03	12,8
Castilla-La Mancha	MUJERES	2001-02	11,4
Castilla-La Mancha	MUJERES	2000-01	11,0
Castilla-La Mancha	MUJERES	1999-00	11,0
Castilla-La Mancha	MUJERES	1998-99	11,5
Castilla-La Mancha	MUJERES	1997-98	14,3
Castilla-La Mancha	MUJERES	1996-97	16,4
Castilla-La Mancha	MUJERES	1995-96	14,5
Castilla-La Mancha	MUJERES	1994-95	12,9
Castilla-La Mancha	MUJERES	1993-94	14,2
Castilla-La Mancha	MUJERES	1992-93	11,9
Castilla-La Mancha	MUJERES	1991-92	10,3
Castilla-La Mancha	MUJERES	1990-91	9,2
Cataluña	HOMBRES	2022-23	35,9
Cataluña	HOMBRES	2021-22	36,5
Cataluña	HOMBRES	2020-21	34,5
Cataluña	HOMBRES	2019-20	32,8
Cataluña	HOMBRES	2018-19	30,8
Cataluña	HOMBRES	2017-18	29,5
Cataluña	HOMBRES	2016-17	28,9
Cataluña	HOMBRES	2015-16	27,6
Cataluña	HOMBRES	2014-15	30,9
Cataluña	HOMBRES	2013-14 (2)	30,7
Cataluña	HOMBRES	2012-13	28,6
Cataluña	HOMBRES	2011-12	26,1
Cataluña	HOMBRES	2010-11	22,9
Cataluña	HOMBRES	2009-10	20,5
Cataluña	HOMBRES	2008-09	19,0
Cataluña	HOMBRES	2007-08	16,5
Cataluña	HOMBRES	2006-07	17,0
Cataluña	HOMBRES	2005-06	16,3
Cataluña	HOMBRES	2004-05	16,4
Cataluña	HOMBRES	2003-04	16,3
Cataluña	HOMBRES	2002-03	14,9
Cataluña	HOMBRES	2001-02	15,0
Cataluña	HOMBRES	2000-01	11,9
Cataluña	HOMBRES	1999-00	23,3
Cataluña	HOMBRES	1998-99	22,0
Cataluña	HOMBRES	1997-98	20,3
Cataluña	HOMBRES	1996-97	18,7
Cataluña	HOMBRES	1995-96	18,1
Cataluña	HOMBRES	1994-95	18,1
Cataluña	HOMBRES	1993-94	19,7
Cataluña	HOMBRES	1992-93	14,8
Cataluña	HOMBRES	1991-92	12,6
Cataluña	HOMBRES	1990-91	11,1
Cataluña	MUJERES	2022-23	47,5
Cataluña	MUJERES	2021-22	48,7
Cataluña	MUJERES	2020-21	40,9
Cataluña	MUJERES	2019-20	37,3
Cataluña	MUJERES	2018-19	35,5
Cataluña	MUJERES	2017-18	33,6
Cataluña	MUJERES	2016-17	30,8
Cataluña	MUJERES	2015-16	28,9
Cataluña	MUJERES	2014-15	35,4
Cataluña	MUJERES	2013-14 (2)	36,1
Cataluña	MUJERES	2012-13	31,8
Cataluña	MUJERES	2011-12	33,1
Cataluña	MUJERES	2010-11	28,5
Cataluña	MUJERES	2009-10	25,7
Cataluña	MUJERES	2008-09	24,6
Cataluña	MUJERES	2007-08	20,3
Cataluña	MUJERES	2006-07	19,9
Cataluña	MUJERES	2005-06	20,2
Cataluña	MUJERES	2004-05	20,0
Cataluña	MUJERES	2003-04	19,5
Cataluña	MUJERES	2002-03	18,0
Cataluña	MUJERES	2001-02	16,9
Cataluña	MUJERES	2000-01	15,1
Cataluña	MUJERES	1999-00	26,0
Cataluña	MUJERES	1998-99	24,7
Cataluña	MUJERES	1997-98	24,8
Cataluña	MUJERES	1996-97	24,8
Cataluña	MUJERES	1995-96	22,9
Cataluña	MUJERES	1994-95	21,1
Cataluña	MUJERES	1993-94	21,8
Cataluña	MUJERES	1992-93	17,0
Cataluña	MUJERES	1991-92	14,5
Cataluña	MUJERES	1990-91	12,5
Comunitat Valenciana	HOMBRES	2022-23	32,1
Comunitat Valenciana	HOMBRES	2021-22	30,5
Comunitat Valenciana	HOMBRES	2020-21	31,4
Comunitat Valenciana	HOMBRES	2019-20	26,5
Comunitat Valenciana	HOMBRES	2018-19	26,8
Comunitat Valenciana	HOMBRES	2017-18	27,4
Comunitat Valenciana	HOMBRES	2016-17	25,8
Comunitat Valenciana	HOMBRES	2015-16	27,1
Comunitat Valenciana	HOMBRES	2014-15	28,1
Comunitat Valenciana	HOMBRES	2013-14 (2)	28,3
Comunitat Valenciana	HOMBRES	2012-13	21,8
Comunitat Valenciana	HOMBRES	2011-12	23,6
Comunitat Valenciana	HOMBRES	2010-11	20,7
Comunitat Valenciana	HOMBRES	2009-10	16,1
Comunitat Valenciana	HOMBRES	2008-09	14,9
Comunitat Valenciana	HOMBRES	2007-08	13,2
